taf1,msx2,7.936512470245361
taf1,lgals1,7.810456275939941
taf1,pusl1,7.698974609375
taf1,crybb2p1,7.660037517547607
taf1,nrd1,7.5563507080078125
taf1,rragc,7.532020092010498
taf1,srpr,7.463825702667236
taf1,ftsj2,7.224385738372803
taf1,atp5ep2,7.19380521774292
taf1,lrrc27,7.135136604309082
taf1,rai1,6.959862232208252
tbp,rnf145,6.833620548248291
taf1,wrap73,6.673156261444092
taf1,znf385a,6.649509906768799
taf1,slc26a11,6.608608722686768
taf1,tomm70a,6.585780620574951
taf1,slc36a1,6.433298587799072
tbp,dctn6,6.430589199066162
taf1,nadsyn1,6.424901008605957
taf1,znf132,6.393060684204102
taf1,dnajc17,6.382331848144531
taf1,nsmf,6.307665824890137
taf1,trpm1,6.300110340118408
tbp,cstf2t,6.289269924163818
tbp,timm9,6.265233516693115
taf1,cep162,6.257119655609131
taf1,klk9,6.208363056182861
taf1,map7d2,6.199570655822754
taf1,heatr5b,6.184605121612549
taf1,foxj1,6.177642822265625
