taf1,slc4a2,10.639116287231445
taf1,gnb2l1,9.5643310546875
tbp,bmpr1b,8.952255249023438
tbp,pdxp,8.519845008850098
taf1,wrap73,8.145217895507812
taf1,fat3,8.107718467712402
taf1,spata20,8.018526077270508
tbp,setd1a,7.889825820922852
taf1,zbtb8b,7.41876220703125
tbp,tmem134,7.2408552169799805
kdm5a,znf76,7.219634056091309
taf1,hsdl1,7.081596374511719
taf1,lrrfip1,6.99294376373291
tbp,thbs3,6.977189064025879
kdm5b,znf76,6.963025093078613
yy1,nr1h2,6.945131301879883
sp4,bmpr1b,6.674001693725586
kdm5b,slc9a5,6.625362396240234
jund,slc9a5,6.4132561683654785
tbp,usp14,6.3087615966796875
tbp,nadk,6.307432651519775
taf1,wdr13,6.29042911529541
tbp,actr3b,6.270936489105225
tbp,zbtb40,6.193928241729736
yy1,bmpr1b,6.1567230224609375
atf2,bmpr1b,6.15228271484375
taf1,mpp2,6.090322494506836
tbp,tmed1,6.0892534255981445
sp1,bmpr1b,5.980776786804199
tbp,ndufb10,5.9481611251831055
tbp,exoc7,5.89443302154541
tbp,cyb5d1,5.885139465332031
atf2,wdr90,5.878493309020996
kdm5a,nr1h2,5.878321647644043
sp2,znf76,5.866229057312012
jund,bmpr1b,5.849761962890625
taf1,c4orf52,5.847892761230469
sp1,wdr90,5.781610012054443
taf1,nap1l5,5.749371528625488
tbp,sun1,5.742847442626953
taf1,mlf1ip,5.709968090057373
creb1,wdr90,5.7014336585998535
taf1,pusl1,5.700258255004883
jund,nr1h2,5.607518196105957
tbp,ddx18,5.606959819793701
taf1,nat6,5.598867416381836
tbp,atxn7l3,5.596807479858398
jun,znf76,5.584505558013916
creb1,bmpr1b,5.574769973754883
tbp,usp31,5.574202060699463
taf1,kiaa0528,5.573405742645264
taf1,trappc1,5.572571754455566
jun,slc9a5,5.566028594970703
tbp,zcchc14,5.552969455718994
taf1,ngfrap1,5.548391342163086
tbp,lpin1,5.524378299713135
kdm5a,wdr90,5.5201849937438965
kdm5b,nr1h2,5.484175205230713
tbp,sfxn1,5.480414390563965
tbp,skil,5.468203544616699
tbp,mrps23,5.448483467102051
sp2,slc9a5,5.437043190002441
kdm5b,bmpr1b,5.424923896789551
atf2,nr1h3,5.417855739593506
kdm5b,wdr90,5.416719436645508
kdm5a,bmpr1b,5.406589984893799
tbp,zdhhc5,5.4012603759765625
taf1,apob,5.378514289855957
creb1,nr1h3,5.342071533203125
tbp,atp6v0b,5.336951732635498
tbp,kbtbd8,5.308956146240234
taf1,ncam1,5.3048906326293945
usf2,znf76,5.25245475769043
tbp,slc4a2,5.207115173339844
taf1,fam86a,5.196598052978516
taf1,c16orf88,5.168643951416016
