taf1,slc4a2,7.946287631988525
tbp,mbd2,7.2252888679504395
taf1,gnb2l1,7.214644432067871
tbp,tmed1,7.018681049346924
tbp,ctdsp1,5.8452277183532715
tbp,slc4a2,5.840282917022705
taf1,c5orf62,5.804495811462402
tbp,lpin1,5.77468204498291
taf1,spata20,5.608575820922852
tbp,vps26b,5.591297626495361
tbp,zfp1,5.488073348999023
tbp,st6galnac5,5.453965663909912
tbp,exoc7,5.449749946594238
sp4,znf416,5.407113552093506
tbp,zfyve26,5.394221305847168
sp4,ints4,5.3906731605529785
tbp,usp14,5.313036918640137
tbp,nadk,5.280894756317139
tbp,c3,5.268045902252197
jund,timm44,5.259688377380371
taf1,zbtb8b,5.2343010902404785
tbp,cyb5d1,5.209579944610596
tbp,gnb2l1,5.174418926239014
tbp,zbtb40,5.1357269287109375
tbp,bloc1s1,5.10911226272583
tbp,atp6v0b,5.107131004333496
tbp,kif5c,5.091587543487549
taf1,ngfrap1,5.083157062530518
atf2,znf416,5.083145618438721
tbp,asxl1,5.0810465812683105
